t-SNE Component 1,t-SNE Component 2
-5.1956725,-5.893639
-2.5809932,-1.922398
4.464197,3.9775143
-6.3748837,2.8122158
3.3229792,2.975118
6.4906535,1.9083018
-1.323545,1.0333662
2.433332,-3.9960053
-0.29660696,5.1300707
-5.409008,-3.2132714
-2.981233,-2.6151168
0.5676191,-8.723923
6.981653,0.86724216
0.69419426,-8.223104
0.8404427,-3.6418457
3.146046,-5.6115303
-6.3054757,3.2754903
-4.216721,1.9535475
-0.89686203,7.4576845
-0.8258165,-1.7851985
6.8876224,0.03072052
2.9123604,-3.2312038
-4.1470437,-5.2592835
-4.4290996,2.6618721
-4.1196184,2.5336525
1.6987222,7.669471
-6.1373105,-3.0048954
1.7025276,2.5906155
1.1123432,-4.427383
-0.3576487,-6.8841968
4.492274,-0.5796039
3.8191473,3.715167
-5.626302,5.6176124
-1.5039409,4.3908973
-0.6590892,3.1453872
6.3252907,-0.26293254
1.534454,-7.119871
3.6040592,-0.5543623
0.28449115,-0.58195734
-0.9134895,-4.3113422
4.3482194,3.9730067
-3.6990206,-5.3536396
1.7340093,1.852142
3.2596345,1.4473139
-7.553121,-3.0329711
-4.5938797,4.4011383
-4.384579,-3.9913852
-6.4260387,2.0267687
-2.7468421,-4.759544
-1.4470083,0.72896665
-0.80168617,0.6024385
-5.967551,4.0125303
-5.566856,-0.45231503
-3.997194,3.1495547
2.6057572,-1.3522412
-0.48486874,-6.6895237
-3.305472,-0.97267514
5.2153125,3.9722311
-0.36338025,-0.07969031
0.5128738,-7.2522764
-4.303608,-0.057284586
-2.1406562,5.255589
-0.893921,-4.362147
-3.0707502,3.7050512
3.990017,2.704112
-3.5776734,4.288055
0.85879993,-3.0328484
-4.8121305,0.1465979
3.2965105,3.1567245
3.2013466,2.9428535
0.058815245,-7.4423337
-2.4643922,3.49735
-2.3139672,2.6949103
1.6175833,-4.505721
-4.863798,1.2813195
1.3484169,6.974609
1.499705,-6.935721
-6.4970417,4.2865205
3.1104784,-5.353049
-0.9012016,-4.3516808
-0.47891796,7.9711075
-0.23338109,1.6812265
7.944389,-1.3554502
-6.6939397,2.785422
-6.1610346,-2.5457416
5.449961,-4.373411
-1.0012324,6.5344815
-0.9175345,-6.806268
1.3944721,0.28308254
-3.6672072,3.4374971
5.356093,0.4294096
-0.47424883,0.62027913
-0.94123644,0.29048854
1.6337403,6.0094914
1.2103677,6.07144
5.487608,-2.0601501
-0.19345374,-3.6259701
-0.91110635,-4.5933046
3.7027087,3.4470146
-6.4409413,-2.7173128
-1.0342629,1.1707826
-3.5546527,1.6087804
3.4040318,-0.5032972
2.0092382,-1.6652969
-4.3675613,1.3143833
4.7210813,3.3423564
-5.503087,2.0111206
6.514412,2.1216807
5.267331,3.7159147
2.2121074,6.740709
3.2504475,-0.21439603
-3.71691,-4.8506536
-2.0480084,4.903599
-7.5220847,0.5160043
-7.1518373,1.3252593
5.2187324,3.8264582
-4.26757,4.9017878
-5.7311764,2.1270854
-0.69052273,-6.582274
6.190532,1.3851496
0.32581764,3.8307703
-3.6600761,-1.2980286
6.922103,-0.2345304
-1.2512896,7.3590293
1.6263355,7.614561
1.6869317,1.7710727
-3.2892442,-4.7632866
-0.2876117,-5.7101865
-5.2722983,-4.4746137
3.8230245,5.3212223
1.6883053,2.5713453
0.69730955,6.494441
-6.4815745,1.0936877
6.3915453,1.7179942
-4.368134,2.9761643
-1.3292248,4.2156353
-2.161907,2.6333106
-7.2636375,-1.8473996
3.245377,-5.546223
5.5792756,1.4184271
-1.404196,1.7443972
1.9700524,7.5417414
-4.2940006,2.6079006
-5.5325117,1.2273407
-1.1095967,-6.2044168
-0.64225256,4.535725
0.099684596,-0.5876814
0.19251612,-2.0532506
-1.7460485,5.1862435
-0.765253,-6.1118655
-0.89110225,3.471301
-0.8950059,-7.1188273
4.92504,0.7377429
-1.1484554,0.7122539
-6.18552,-3.7464037
-3.6921299,1.4816345
-1.396583,5.7967634
1.9849991,0.6584188
-4.432935,0.87056947
6.369063,-5.2765827
1.393626,0.7427283
5.3938828,3.700582
0.19954482,-5.357047
4.94693,0.18174899
-4.3381495,-4.348356
3.3737273,-2.8510776
1.7695976,1.5825806
1.7826138,-2.0996764
-1.0758537,0.15275921
-3.8684525,0.95497113
-4.0953307,0.9037062
4.046525,-0.8504733
-4.398425,-1.6837243
-6.6725383,3.2546642
3.7785854,2.846796
-1.5253186,2.523944
5.146735,-2.9733279
0.22173408,-2.1632836
-4.2356706,-3.3908322
-0.74215823,-6.057237
-6.9289594,2.6153238
5.368565,-1.9995037
-6.651258,-1.9939896
-4.758938,-0.767573
6.5490613,1.4594383
-1.8032945,7.087621
-6.3541994,4.6101065
0.21415709,3.6379998
0.44165984,-2.7777994
-4.056733,2.1363306
-0.88991416,7.99593
0.14056513,-8.037595
3.0001154,2.5940008
5.8740287,-5.725595
-0.92206454,-4.5348787
-6.469513,-3.795427
-4.9556346,3.969997
-6.410682,4.4276376
0.20853378,8.264
0.52075595,-8.046048
5.059019,-4.7979746
-4.930064,3.8019874
2.9704995,-4.6672816
3.520282,1.8224692
-0.078691244,1.4592857
-0.9561905,-6.834716
-7.2838106,0.2354083
-5.865933,5.152187
-0.17956465,7.9671874
5.2527933,3.584672
-3.6189468,3.0503454
-4.776985,-0.79640466
-1.9362199,-2.2383835
-4.8502293,3.1646695
0.5285807,4.4704328
-4.0678,-2.2704976
2.6309092,6.835881
0.20472331,-2.56041
-5.947781,3.2502568
-2.9304373,0.4930228
-4.0406613,1.072507
-4.439357,5.8055677
-5.369302,-6.074828
2.248778,4.621811
7.1606493,2.612059
7.492264,1.0369159
-2.536462,1.750013
4.9001617,3.7628844
-6.174811,4.29814
-6.307225,-1.5160811
1.1038222,-4.1680098
-2.4658597,-2.1090326
-3.600762,-5.908279
-3.0454407,2.1279912
-6.323611,1.2386605
3.5369513,1.7312748
6.891805,2.2284465
-6.5935583,4.04904
4.7101417,2.7152658
-4.7093825,4.235542
-4.485887,4.8910775
2.1958573,5.2495947
-0.6649771,3.2125041
6.4442925,-0.6770012
-0.86581963,-5.74333
-0.93333644,-4.4996862
-3.025115,-2.520969
-2.7626703,-1.4462153
-4.020134,3.5158186
7.6085434,-1.0813545
0.7203835,-3.3115687
-4.409487,3.2956624
-1.2445502,6.7889876
-7.6226125,0.192547
0.6707729,-8.512365
6.16782,0.13735655
-2.0322104,5.787106
0.054975815,-3.0924745
-1.6615957,4.2520723
2.5451722,-1.0767466
1.0763484,7.4765
1.6325427,7.653043
-1.5147188,0.16607365
5.1727653,1.0059246
-5.8270125,4.244579
7.677955,2.6313927
0.52793217,3.8371623
3.9383545,2.9684494
-5.4060125,0.4862252
1.4732811,-4.676481
-2.8164363,-0.4418669
-4.993462,0.20108758
-4.02213,4.0813093
-1.5563395,4.509128
-3.3047967,-6.8079953
-7.352837,0.7552504
-4.2589946,1.736348
-3.4724286,3.9079833
2.3189192,-0.6511679
7.145295,2.6151745
2.1834764,-1.6942343
-3.8362477,-3.6556957
5.3997836,-2.2446475
0.31557122,-6.7849183
-1.4598929,6.7461057
-2.4417865,0.5709125
3.592218,1.8981495
0.423088,6.272008
-7.2301855,2.8757553
0.33973557,-2.1691258
3.3142664,3.1810966
5.146256,3.1260188
8.045478,-0.6777034
-6.58356,1.8924215
0.34403187,4.9482794
1.4044523,-6.5005655
-3.9587967,5.4397893
-4.9214563,0.14209962
-4.9202614,0.18635418
2.0653067,2.9549754
-0.39019126,0.12366871
-0.32065332,6.1202826
1.8082267,-2.1282108
2.3727326,-1.4166056
-3.5217342,-6.699177
1.0784135,4.1142745
0.020022225,7.6266336
-4.5822296,3.9833443
-6.7505646,-1.2143193
2.5280466,0.7697288
7.144976,0.38679975
3.4743216,3.0085733
-0.02176374,4.60974
2.0311975,-0.9255379
-1.5152335,5.193076
3.315575,-4.476582
-3.4676132,-5.9812975
-3.4507973,-6.6504498
-0.48657534,6.1663265
3.1298654,1.3792642
6.769481,2.1717217
1.6897492,-5.0315332
-2.0259874,5.4209867
-0.2834263,0.4232269
1.9697545,6.2706637
-2.0657148,2.6825013
-5.055925,-4.030014
-5.891926,-3.966206
-2.2814503,0.7389297
-0.6267447,1.1177684
-3.763013,-1.4585423
1.9777043,-1.6150906
-5.9712152,2.7821717
3.7374535,3.7246993
-0.5972137,0.41783527
7.7133236,2.4404054
1.8690916,6.4064045
-0.14264876,-7.136546
-0.008939638,-8.193486
-5.0524054,-0.770771
-6.8112664,2.6629276
-6.5661187,1.1827844
-0.761126,8.148047
1.6176105,1.3452355
-6.1584835,4.8066955
0.966581,4.252806
-0.057336226,-8.4928055
0.7801076,6.4503574
1.5741152,0.8813141
1.2025808,6.3820267
1.2720947,7.693644
-1.0654794,1.6653794
5.901982,-5.6887436
-3.223247,-7.1300764
-6.2541385,4.8960786
0.4148971,-3.1855428
-3.1724741,2.547342
-4.8024025,5.9681435
-5.0676446,-0.58743775
1.9337254,0.9201975
-5.5077143,1.4267966
-2.1135035,-0.44438258
-7.23484,-0.66676503
-5.5317006,-5.7247095
-6.4587502,-1.5507172
-2.4631,0.11151261
-2.0048795,2.2229235
-1.2076789,5.3636084
-1.7679816,0.61547124
-5.037381,-2.114881
5.392483,-2.5591834
7.7607408,-0.81090766
-2.0445194,0.87552726
2.3282897,0.56924206
-3.8140152,1.8968143
-5.6136284,5.597183
-0.6741516,6.4170003
-5.1200504,-3.9992816
0.7375664,4.1589727
2.211514,0.80632687
-0.9063721,-4.3653154
-2.3721845,2.6976192
-3.7533188,-6.46532
2.027835,6.294825
0.1992669,-2.2289202
-3.163216,1.8968282
-5.8193946,3.8510919
-6.5503726,4.0995984
-4.5298166,2.873473
0.2539945,-1.9478686
-1.0275162,-7.0031414
-0.59894496,0.7382379
0.333655,5.1252627
-1.7392737,5.1332417
-0.24788468,7.5574965
0.5365295,-3.142817
1.9572592,2.8365407
4.1501417,-1.2884576
-3.8589778,-0.28644702
8.091217,-0.96890897
0.6138637,-3.2505066
-0.27606195,8.464214
-0.37854746,-7.0453362
7.7786026,-1.3292907
-6.0827165,-2.9539094
0.14445394,-0.8991264
5.2316117,0.21606877
-0.827675,1.1379658
-5.332528,1.0807816
-3.7930613,3.5878754
3.3556054,-4.243217
-5.4799523,5.675426
-1.2058161,3.9329069
2.9045908,-4.4374084
-5.505795,0.66448456
-2.0384548,0.44073093
6.458001,1.6428101
-2.1173768,1.8556528
6.5819926,-0.24463964
-6.2778907,1.9619576
-4.3379755,4.344901
1.2850153,5.0930743
-1.6216187,7.109348
1.6966989,1.7278392
-1.1106596,1.8900372
-0.3257139,6.5412474
2.106298,5.289297
-6.2492294,-1.9027876
2.0304215,-1.855139
3.3201299,5.7815
-0.65137184,8.358136
1.7065057,0.35394773
-0.9078616,-4.355581
-5.4162035,-0.5708913
3.2673843,-1.2349441
-3.2017536,-2.0774243
-4.0858483,5.6209745
0.48925883,3.3265967
-2.209608,-2.2437983
-2.947068,3.7393336
0.23889175,-2.6161983
-2.0241103,-2.4851747
-1.9795098,-2.001753
-6.952191,2.477707
1.6943018,7.0277233
4.767651,3.4677558
-7.23981,-3.4424593
-5.319365,1.1112036
5.4666133,-3.6489072
5.4723206,3.6363022
-4.586381,1.2253417
4.4519567,-0.29563344
2.2615538,-3.3092756
-0.7657678,4.5120816
-6.724258,-0.18375638
4.9606953,0.64179933
-5.2743526,-1.899614
5.679369,1.0264689
7.3278804,1.5202957
0.70787007,7.6044908
-3.892976,-2.03658
-0.046857685,-5.810704
-0.1465498,3.1890714
-3.1848972,-5.4025807
0.48761463,3.6497777
-0.27295408,1.6296353
-4.1569223,5.9745083
0.6111477,6.217457
3.2310686,2.9674158
2.0927925,-0.82701105
5.2043386,0.4406148
-4.539653,4.257221
-3.257916,2.9602723
-3.887281,5.0652623
1.8812289,-2.0577166
7.0621977,0.14887214
-5.4476867,1.2600684
-2.1920784,1.7168952
-5.7698426,5.1916184
0.7988057,8.355916
-6.9026194,1.2297225
2.1507428,-1.4930755
5.52543,-4.6923203
-0.19201854,7.6415143
-5.6205044,-0.08416867
-0.36499885,3.931248
-0.9592763,-4.6350846
5.623692,0.48568967
-6.008809,1.988274
0.32255304,-2.0970268
0.17682484,-2.2753756
0.36471424,4.640876
-6.8623786,-2.1885042
3.228443,-2.5662282
0.3063173,-8.568373
-5.1734548,1.4724605
-6.4580846,3.6654084
1.9269624,1.9402775
3.4354038,-2.6026814
0.80884844,-6.8457108
1.2265153,5.0210266
5.7909336,-5.384946
-5.262097,-0.04383148
6.016058,-1.1254381
3.3713026,3.3241582
-0.07653839,-0.7120631
-4.9280033,2.397369
-1.9655612,5.3727775
4.074579,0.23236145
-0.24110639,8.183677
-7.131366,2.3479784
0.11401779,-8.264378
-5.1584473,-0.10818116
-2.8241,-0.6309987
-2.0714397,2.9290023
-7.001984,2.3646834
-3.8770216,-5.6234837
1.0682374,5.8248076
-2.789192,3.7873764
-0.6282262,3.3697574
-6.855556,3.4515777
-6.3642673,4.2977543
-1.2874963,7.1035924
-1.0049858,7.2149878
0.38571462,-2.9930646
-0.8525896,0.67467976
-0.9449795,8.294262
7.73933,2.685427
-3.767841,-5.5396833
-0.19597436,6.617668
-5.135902,4.1239667
-7.0240397,0.9113403
-6.0624266,5.1209526
1.5468173,-4.083194
-4.182635,5.8399863
-0.28462052,1.589121
1.7280132,6.2530704
-1.8122205,1.1035781
-3.8829644,2.8607986
-3.9127302,5.5581017
-5.0559125,-1.7344751
7.7169147,-1.623351
-4.19592,4.8400025
5.396932,-2.0813076
5.3749585,1.1064936
7.6423125,2.8411696
5.7072325,-5.5686874
0.81193364,3.7319317
0.33083394,8.201635
-7.031393,0.6579202
3.209077,-5.10172
-3.7698653,5.3138137
2.0759413,0.95901424
3.788728,-2.1714787
4.0217543,3.2378833
2.9455912,2.8161776
2.3630538,-2.4617374
-0.67285216,0.79448646
-7.054408,2.5955236
-0.55037993,0.8659636
0.073022634,-8.026614
-1.1425505,1.9281548
5.8473945,1.6107998
-2.4277558,2.1339068
-3.080919,4.3279595
2.5159972,0.60942525
6.5902367,0.084396034
2.9264483,-3.8016183
6.2905464,1.8875883
2.8680885,-3.3891196
-1.880698,2.5915232
3.2516534,1.6104481
0.37559178,-2.8960676
-6.4235663,-0.15292536
1.486314,-4.8235917
3.8146687,5.4427648
0.09080982,-0.48141974
5.8501334,1.5793543
7.2971454,0.4780557
0.5200554,-7.4009805
3.1612473,2.9205377
-5.7848954,0.089907594
-2.0970843,2.3336744
2.6050563,0.85455656
-0.59216464,8.275205
3.8720393,-0.19607638
-0.54508555,0.6831282
-6.9451723,-0.7758672
-0.077678375,4.1615295
-3.3934615,0.45276308
-3.8747518,4.964169
4.6448593,-3.7098715
-1.3571844,3.9752154
-3.4415395,4.1162114
-2.7003334,-0.4116945
1.4377553,6.4220514
0.23759212,-8.150313
5.449298,0.88386554
5.3420362,3.5190113
-5.830658,-3.7859375
-5.410472,-0.19945209
0.8100033,6.8027654
-4.114793,5.4425907
-3.5442712,1.0774764
-6.8735476,-1.3780389
0.33763292,-0.075720415
-0.3095437,3.7143092
1.491916,6.0886164
-4.223525,4.911659
-2.0587943,2.8766117
-1.5989047,6.988549
5.7456717,-4.7289243
-5.858669,-1.684864
-0.946259,-6.602952
-0.74034923,-6.272415
1.0057819,-3.492043
-0.7404679,8.393923
3.1881151,2.976971
1.954365,0.51675665
2.1558607,4.5282373
-3.1468604,0.030445954
7.401961,0.3671883
-1.8860366,5.709073
6.737697,2.0905943
-0.41974342,3.0221965
-3.3729873,-0.09521161
-7.141126,2.1698942
0.46063665,4.211699
-5.6184645,-5.188757
1.1448437,6.623868
-3.1149988,-0.6591908
7.157857,-1.7392163
0.014340655,7.923914
-6.328171,-2.9290073
3.236931,-5.5671806
0.2995656,-2.4056783
-6.358944,1.1607257
5.791319,-2.344547
-4.000069,-2.074309
3.5097103,-2.9176407
-1.8266926,-0.2074907
-5.2178154,-1.8806438
4.3634486,-2.5246692
-6.865566,-1.3408995
-6.5718145,-4.3361382
-2.860847,1.4103397
1.0565615,6.675156
1.008156,-5.579181
2.632908,5.4503183
-3.629938,-0.050018918
-1.108983,1.3524072
5.889772,-2.6064188
-0.79947466,-5.9520254
-2.4487042,-0.4194157
-6.110908,-3.5444605
7.637065,-3.3140306
-7.335549,-2.203574
0.70882946,-5.6067085
-4.3876486,4.6509748
3.633315,1.5395397
3.03853,-5.342085
3.9965508,5.3882837
1.6607081,1.2168019
-6.9348426,-0.41836753
1.1728922,-5.1168933
-3.245894,-5.9951615
8.034653,-1.3716298
-3.6384635,3.7552247
-1.2196786,7.200121
7.0269556,2.495493
7.042366,0.081050515
-5.844914,1.9300946
2.56804,6.0987697
-5.5718412,-0.15098025
1.3488773,7.65308
-1.256176,0.25197712
-1.0901958,-0.108629756
-4.2814083,5.885033
2.0153704,7.5010643
-4.247066,-1.0153525
-0.6566671,6.967433
5.24469,-2.3116632
1.8446797,6.8244934
-3.296465,2.6163452
6.8183556,2.1661339
6.845208,2.4546251
0.4760618,4.9044323
0.5442352,4.0260816
2.32346,7.4375877
6.636343,1.8739611
2.39061,3.0487244
-5.4198585,-2.8741941
-0.05395437,3.0424585
2.8915892,-3.5314212
-3.5017717,-0.40318584
1.04884,6.4477587
-1.3304718,0.9614776
2.819206,-3.2449608
7.8156924,-0.7821819
5.912602,-0.8182437
2.4171774,-3.9296808
1.3192847,7.699719
8.127483,-2.3679967
5.288352,-4.5254292
-1.3003324,-1.668959
1.8817155,2.6018064
1.5858392,-4.197486
1.9027845,2.5544116
-0.036703486,8.558432
-0.19503441,7.4821286
0.08294944,-3.3618202
-3.6179788,1.4834598
-3.7218227,-5.823674
-6.269054,0.78304255
1.0308576,6.2236195
5.464414,0.7233127
6.5513973,-0.21683422
-0.5507179,0.7094445
-4.8917418,4.77521
0.8876615,6.5690446
1.4287679,0.32643023
-2.5914319,-2.4191465
2.040859,7.224961
-0.102475405,0.24836019
-3.3272855,4.066997
-2.167563,-0.67503476
-4.5019217,5.0089436
4.126211,1.8419473
3.5585296,5.3879304
-1.0381668,-6.653386
3.3922172,-6.1499724
2.58253,-2.108682
-3.2952847,-2.6233943
-3.3364353,3.8212616
4.095974,1.7712315
-5.293994,-4.2915106
7.8816133,-1.6592479
-1.2757255,4.783306
-3.3548944,2.667988
4.9229374,-0.41486987
-4.4293966,-0.45895076
2.0065424,1.144917
-5.2329664,-2.848799
-5.2312994,-6.3756227
-5.671392,2.1911972
2.417105,0.6335596
0.7907548,-3.4017053
-5.1229944,-0.41848326
1.0144104,8.242055
4.049571,0.24335434
-6.8240013,-0.41373387
-2.0841506,5.0158844
3.7758682,-1.0031791
7.677489,2.7893548
-0.23567832,1.6559275
0.33106536,-2.817443
-6.258893,4.839074
2.424859,0.7543575
1.3964432,-6.368258
3.6552694,2.0048137
0.5092418,-8.875463
2.8579693,4.653019
-0.7142439,4.947129
2.7873933,-3.6788018
-3.4075644,-2.6024709
6.159756,-2.2401245
6.3896284,1.7540128
2.9496999,-4.561595
6.8872237,2.3600311
-3.5579517,2.601829
0.61683434,-4.8975844
1.5180826,-4.1026216
-0.8403366,3.8130653
8.036462,-2.3479338
-2.6104467,0.050358545
0.8544231,3.8212476
-2.072135,0.221023
-4.6255736,2.851719
-0.80023605,0.778426
7.1608024,0.21910685
-4.660467,5.8674498
-1.1624838,6.3795385
-0.22301956,-5.5171747
-1.1295006,6.2409697
4.1867547,-0.2742163
2.3836126,7.214283
-1.3202257,0.19685353
0.14577058,-3.4574924
-0.81875926,6.218523
-6.4541397,4.2968698
-4.9508905,5.543091
3.3647346,3.1149523
-0.89836293,-4.406837
-2.7406633,0.020602617
-4.0059447,1.6448755
-0.018313617,5.0461
-6.7986345,-1.2740563
1.7328907,7.526959
3.5574884,-2.8758824
2.8667257,-0.5184544
-0.057708576,3.446587
5.9758587,1.7901915
2.1896534,2.897548
-0.721227,7.401485
-0.21937259,-0.44796285
-0.98403335,1.2239097
3.7306612,1.5526402
4.4633164,1.7938751
4.3452125,3.2778363
-0.83479136,8.272473
-0.9668946,-4.8271585
3.1442509,5.7262506
3.1974096,-5.478658
2.2944584,-0.7897552
-4.566739,5.894913
-2.930998,-5.685361
-0.55822015,0.8191796
-4.5831,5.0102053
-3.1294963,2.6331837
4.0907,-0.9679321
-0.650062,-0.10727361
4.732953,2.7184694
-4.098512,3.1458082
5.8027973,-3.476774
8.057773,-2.3748436
1.608427,-4.3351574
1.0755173,-4.1493635
3.7240791,5.735572
0.07057867,-0.7864714
-7.1743603,1.833501
-0.79165393,-4.5726633
-1.2608677,3.923748
6.630859,1.9811
-4.4652658,2.2644775
1.7384939,5.569022
-3.0753784,-6.532591
-0.88677496,6.875727
6.8119054,-0.38563004
-5.271041,-3.3679192
-4.535448,4.775567
0.74072784,-4.1291294
0.53199846,7.632494
2.1115913,7.1662517
-4.0074577,3.271316
-4.1377077,4.0604744
5.197229,-1.8217438
-4.234687,2.7966473
-0.0018881783,-0.91620976
1.880224,6.2933087
0.6347656,6.9011264
-4.01527,5.6195602
4.8746347,-1.3944792
4.665431,3.5004768
7.3806286,-3.4635966
-0.15042816,8.459935
-0.40655032,-0.09913495
-6.869968,0.9116532
-0.812722,7.999974
5.3320785,-4.3142376
7.633763,-3.5029743
1.4618875,-5.063612
-4.9163866,-4.122939
3.642143,-0.3317399
7.794874,2.6617644
-6.8204064,-2.2130792
-1.7161788,0.49057513
1.3833982,-5.3592205
2.1578376,-1.7993466
5.503321,0.7184897
-6.4903817,-0.30002397
2.836087,-2.4255517
-6.1545267,2.0052793
-4.192084,1.0865248
2.1896317,-2.33241
-4.1501784,1.7968494
0.8283675,-3.4662158
3.0900357,3.021401
-5.684971,3.3143816
-5.4523497,0.17220236
7.064333,-3.111771
4.5104303,-1.590208
4.7161856,-0.84398144
5.733096,0.9911257
5.4824867,-2.0325658
-2.1111503,1.0494512
2.2430246,0.73472226
-2.123779,2.3496642
-7.287646,1.9306076
-5.7719874,-2.9419327
-1.3858151,-0.08555358
-6.9185166,-1.2799938
-6.7177434,3.7258646
2.0169153,4.382233
6.6984386,2.2212996
-6.8753576,2.8553739
1.5555121,-5.4495173
-2.9992132,-4.6503997
-1.6628714,-0.8569825
-7.0793467,1.3435525
0.14305478,-4.8518724
-3.3958416,2.2010877
1.8044341,-2.1368282
-3.432243,4.1146493
1.7992307,1.8373373
0.2583557,-1.9846456
-5.802231,-0.763317
1.7301203,4.627439
-0.8145522,-4.191393
0.5818254,3.5667806
6.449664,-0.22883786
3.87225,-1.7311909
-0.56553376,-4.4629908
-3.5634964,-4.961814
4.252293,6.015488
1.1853433,6.113844
-1.1531153,-6.348424
3.5685217,-0.3366113
2.0593736,-1.5881857
-4.046679,2.6420445
-4.174749,1.9289429
1.5410683,8.210036
0.10716953,-7.1955285
-2.8232775,1.0817838
-7.509931,0.97389513
3.087098,1.1066118
-4.5795217,3.9777284
-3.8897817,2.9548829
2.578426,-2.5134387
2.2132907,-1.4546307
-6.7601676,-2.8420086
0.66868544,-3.1514392
6.6981106,-0.68374145
-6.713915,1.7942132
3.26553,-5.6446214
7.7125864,-2.3734167
-6.17269,-1.3895687
-5.5869927,-5.9061737
-6.8566427,2.5735552
3.620923,3.0809724
2.6500094,-2.0745187
4.06401,2.1685765
-2.2668688,2.4898005
-0.78771335,6.1776214
1.8725297,-2.1624913
-3.2405624,3.347351
0.123805895,-7.2446694
-1.2688165,-0.39839903
-5.4205365,1.0786916
5.795647,1.0822412
6.1308427,-0.1799811
6.8146706,-2.3775043
1.9709035,-2.2195928
3.6343043,1.6866965
3.0861661,0.053922024
-4.302686,-0.5270171
7.4543076,1.3637664
-1.894709,2.7174935
3.744835,1.6129583
0.38774258,-7.5999784
5.3415456,0.33851838
-4.8671384,-3.5103426
1.9806247,4.342255
-4.0620027,3.2863991
-1.7244545,6.8958945
-3.9169576,4.873914
4.4921455,3.9406707
-4.470715,-4.059685
2.1530752,2.0849607
-5.2348876,-3.5690596
5.306121,3.3538477
3.4539971,-3.0866787
0.45901713,7.739912
0.05445985,-1.1075989
1.5004627,-4.0577097
6.5036826,1.852322
-0.6857188,-5.794967
-7.0865235,2.7815533
-5.871795,2.3706903
0.5607,-3.2418437
-4.2129455,3.5940309
2.342103,-5.725979
-1.2483804,0.14744413
3.0062253,-3.923543
-5.679208,2.0640566
0.23516667,5.955893
3.0432715,-4.5218673
0.31406012,-6.9104886
4.6319213,-5.553061
-7.074384,-0.79829574
-5.283694,-6.180825
0.1705484,7.0253234
-4.775328,-3.8637187
2.955964,-4.510095
0.24909346,6.453229
-0.9544443,1.1022204
3.4515767,-6.1243124
-5.563602,-0.18042804
0.96735936,4.6975355
7.738865,2.850963
-5.3399067,0.2021513
0.810947,-3.0322626
0.50898147,-6.7698636
-0.39028588,5.304088
-7.4364853,-0.28372228
6.6330204,-0.72480357
1.6818659,0.51845115
5.9508657,-1.1465749
4.2715855,3.867783
0.5109937,-3.283575
-7.6060605,0.09065796
-2.684428,0.020060146
-0.9377845,0.576157
1.084979,4.2621536
-1.1974587,2.0995483
-0.03611354,-3.3297641
-3.045414,2.1730137
2.0972126,7.0561876
-6.5752397,4.01017
1.3694803,-6.3235354
-6.274094,4.878364
-4.7634444,-3.4393413
5.001836,2.8575892
1.3924161,0.2854813
-6.245096,4.2753205
2.9305599,5.300066
2.006402,7.660583
1.3914509,-6.3933043
-1.4648389,-2.2380579
0.00025582383,-8.17609
2.0580764,6.007509
-5.1172304,-0.037496343
3.1948955,-5.593822
-3.5391486,-0.16859958
-0.20117532,-7.4175854
-0.048925858,8.513639
-0.3319116,4.3301735
4.112872,3.4795208
-0.71280974,-7.5783567
-1.4877567,2.4359334
2.049177,0.82375205
1.0203059,-4.0589085
0.96552104,-3.8999517
0.106990255,-5.0783677
-0.7465078,1.131309
-5.2172637,2.1262496
-2.0378342,2.8480682
0.44462144,7.9901357
0.24309868,-8.099271
-1.6338071,-1.5757629
-5.5172133,1.493089
3.2763624,-5.783092
-3.1580212,2.4069285
0.3490363,-5.4670763
1.6924335,-4.992836
-0.5752448,7.6287856
0.5449912,-8.57758
4.0834827,2.9567316
4.0867157,-2.432127
5.3675065,-2.1139941
-5.4212775,2.2154884
5.020117,0.8402519
-1.1999987,0.26658213
4.093423,-2.4266133
6.025511,-1.6606984
6.17908,1.6594963
-5.0815926,-4.151024
-3.4617398,4.3435183
-3.3730574,4.042977
-6.2434406,4.6373897
-0.23939739,6.067803
3.5309894,-1.1126871
-5.4311957,1.4114112
1.3577627,0.7340765
3.8551168,5.2491794
-6.2344985,-1.7232817
-0.6157127,4.8714876
3.5214608,-5.7434435
3.339908,-5.4737077
-3.9346604,-5.997843
3.5186598,1.8826548
5.7011275,-4.7232485
4.24727,2.3116772
-7.22901,-0.644341
0.5302177,-8.978671
-3.0708077,1.5808743
1.1981161,-5.470168
6.6485763,1.8964885
0.2113825,4.971713
-1.6160645,4.3467646
-3.4697402,4.4608316
-1.8606089,-3.4399333
-7.2152596,2.3656275
2.6696522,0.822566
-1.9716494,4.9620767
0.26749164,8.12834
1.4806868,-4.03583
-1.033605,7.2761564
5.0753765,3.8505445
-1.6211387,1.7149092
2.0962589,7.435689
6.6003466,2.2285028
7.9800973,-2.5921624
-3.8311858,5.1041
-3.7256386,-0.7412945
-1.572423,2.3310077
7.05012,0.55422634
4.8159313,3.9046705
-1.3946965,0.059730273
0.817428,4.9793105
3.1823356,-0.22949235
5.137344,-2.9347248
-1.7270762,1.7559441
-1.5907066,5.1627784
0.55725473,-4.76911
-7.1751933,-0.8988305
2.8226738,1.7626569
-5.2059546,3.1922534
2.823089,2.7875564
0.8383293,7.7248836
-6.390256,1.8356426
-6.3847885,4.627419
0.23223878,5.2423835
2.8842432,-0.59205294
6.3421717,-1.9337865
-2.3633735,-0.35998163
